,Offset,age,Medu,Fedu,freetime,goout,Dalc,Walc,health,absences,Mjob_0,Mjob_1,Mjob_2,Mjob_3,Mjob_4,Fjob_0,Fjob_1,Fjob_2,Fjob_3,Fjob_4,reason_0,reason_1,reason_2,reason_3,G1,G2,G3
225,1,0.20997472854879742,1.30920583242787,1.5395279876548638,-0.17151424526772402,1.5437595391753545,2.700687462937412,2.1174174515500237,-0.3707562300992627,2.4436787928682744,0,0,0,1,0,0,0,1,0,0,0,1,0,0,13,12,12
226,1,-0.6109505655968028,-0.453604510405507,-0.2787680341613449,-0.17151424526772402,0.6932502514632959,-0.543136405254532,-0.9969257236476314,0.32068283120654595,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,0,0,0,1,13,13,13
227,1,1.0309000226943976,-0.453604510405507,-0.2787680341613449,0.7798767391660624,0.6932502514632959,0.538138217476116,1.3388316577506099,1.0121218925123545,1.366268781610455,0,0,0,1,0,0,0,1,0,0,0,1,0,0,12,11,11
228,1,0.20997472854879742,1.30920583242787,1.5395279876548638,-1.1229052297015105,-1.8582776116728796,-0.543136405254532,-0.21833992984821768,-0.3707562300992627,0.5043407726041995,0,0,0,1,0,0,0,1,0,0,0,0,1,0,12,11,11
229,1,0.20997472854879742,0.4278006610111815,-0.2787680341613449,0.7798767391660624,0.6932502514632959,-0.543136405254532,0.560245863951196,-1.75363435271088,-0.35758723640205586,0,0,1,0,0,0,0,1,0,0,0,0,0,1,14,16,15
230,1,0.20997472854879742,1.30920583242787,0.6303799767467595,0.7798767391660624,1.5437595391753545,0.538138217476116,1.3388316577506099,-1.75363435271088,2.659160795119838,0,0,1,0,0,0,0,1,0,0,0,0,0,1,11,9,10
231,1,1.0309000226943976,0.4278006610111815,0.6303799767467595,-1.1229052297015105,0.6932502514632959,0.538138217476116,1.3388316577506099,0.32068283120654595,1.366268781610455,0,0,0,1,0,0,1,0,0,0,0,1,0,0,10,10,10
232,1,0.20997472854879742,-0.453604510405507,0.6303799767467595,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,1.3388316577506099,-0.3707562300992627,0.07337676810107183,1,0,0,0,0,0,0,1,0,0,0,1,0,0,12,13,13
233,1,0.20997472854879742,-0.453604510405507,-0.2787680341613449,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,0.32068283120654595,-0.7885512409051836,1,0,0,0,0,1,0,0,0,0,1,0,0,0,12,12,13
234,1,0.20997472854879742,-0.453604510405507,-1.1879160450694493,-1.1229052297015105,1.5437595391753545,-0.543136405254532,-0.21833992984821768,1.0121218925123545,-0.7885512409051836,1,0,0,0,0,0,0,0,1,0,0,0,0,1,11,10,11
235,1,0.20997472854879742,-1.3350096818221955,-1.1879160450694493,-0.17151424526772402,0.6932502514632959,-0.543136405254532,-0.9969257236476314,1.0121218925123545,1.7972327861135826,1,0,0,0,0,0,0,1,0,0,0,0,0,1,12,12,12
236,1,-0.6109505655968028,-0.453604510405507,0.6303799767467595,-0.17151424526772402,-1.8582776116728796,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.7885512409051836,0,0,0,1,0,0,0,0,0,1,0,0,1,0,13,13,14
237,1,1.0309000226943976,-0.453604510405507,-0.2787680341613449,-0.17151424526772402,-0.15725903624876267,3.78196208566806,2.1174174515500237,0.32068283120654595,1.150786779358891,0,0,1,0,0,0,0,1,0,0,0,1,0,0,10,9,10
238,1,-0.6109505655968028,1.30920583242787,1.5395279876548638,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,0.07337676810107183,0,0,0,0,1,0,0,0,1,0,0,1,0,0,15,16,16
239,1,1.0309000226943976,0.4278006610111815,-1.1879160450694493,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,0.32068283120654595,0.07337676810107183,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,8,8
240,1,0.20997472854879742,0.4278006610111815,-0.2787680341613449,-0.17151424526772402,0.6932502514632959,-0.543136405254532,0.560245863951196,-0.3707562300992627,-0.35758723640205586,0,0,1,0,0,0,0,1,0,0,1,0,0,0,17,18,17
241,1,0.20997472854879742,-0.453604510405507,0.6303799767467595,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,0.560245863951196,-0.3707562300992627,-0.7885512409051836,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10,11,11
242,1,1.0309000226943976,-0.453604510405507,-1.1879160450694493,-0.17151424526772402,-1.0077683239608213,2.700687462937412,2.1174174515500237,-0.3707562300992627,-0.35758723640205586,1,0,0,0,0,0,0,1,0,0,1,0,0,0,9,10,11
243,1,0.20997472854879742,-0.453604510405507,-1.1879160450694493,-1.1229052297015105,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,-0.3707562300992627,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,1,0,0,0,15,15,16
244,1,0.20997472854879742,1.30920583242787,0.6303799767467595,-1.1229052297015105,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,-0.3707562300992627,-0.7885512409051836,0,1,0,0,0,0,0,1,0,0,0,0,0,1,14,12,12
245,1,0.20997472854879742,-0.453604510405507,-0.2787680341613449,1.7312677235998488,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-1.75363435271088,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,1,0,0,0,12,13,13
246,1,0.20997472854879742,1.30920583242787,1.5395279876548638,1.7312677235998488,1.5437595391753545,-0.543136405254532,0.560245863951196,-1.0621952914050714,-0.7885512409051836,0,0,0,0,1,0,0,0,0,1,0,0,0,1,13,13,13
247,1,-0.6109505655968028,1.30920583242787,1.5395279876548638,-1.1229052297015105,0.6932502514632959,0.538138217476116,1.3388316577506099,-1.75363435271088,-0.7885512409051836,0,1,0,0,0,0,0,1,0,0,0,0,0,1,13,13,14
248,1,-0.6109505655968028,-1.3350096818221955,-1.1879160450694493,0.7798767391660624,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,-0.35758723640205586,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9,9,9
249,1,-0.6109505655968028,0.4278006610111815,-0.2787680341613449,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,0.560245863951196,-1.0621952914050714,-0.7885512409051836,1,0,0,0,0,0,0,1,0,0,0,0,0,1,12,12,12
250,1,0.20997472854879742,-0.453604510405507,-0.2787680341613449,0.7798767391660624,-1.0077683239608213,3.78196208566806,2.1174174515500237,0.32068283120654595,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,0,1,0,0,16,16,16
251,1,-0.6109505655968028,-0.453604510405507,-1.1879160450694493,1.7312677235998488,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,1.0121218925123545,0.07337676810107183,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9,10,10
252,1,-0.6109505655968028,1.30920583242787,-1.1879160450694493,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,1.0121218925123545,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,0,1,0,0,14,13,13
253,1,1.0309000226943976,-0.453604510405507,1.5395279876548638,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,3.090124799622966,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10,10,10
254,1,1.0309000226943976,-0.453604510405507,-0.2787680341613449,-0.17151424526772402,-1.8582776116728796,-0.543136405254532,-0.9969257236476314,1.0121218925123545,2.659160795119838,1,0,0,0,0,0,0,0,1,0,1,0,0,0,9,8,10
255,1,1.0309000226943976,0.4278006610111815,0.6303799767467595,-2.074296214135297,-1.8582776116728796,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,2.2281967906167104,0,0,1,0,0,0,0,1,0,0,1,0,0,0,8,7,7
256,1,1.0309000226943976,-0.453604510405507,-0.2787680341613449,0.7798767391660624,-0.15725903624876267,0.538138217476116,-0.21833992984821768,-1.75363435271088,4.813980817635477,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7,8,8
257,1,0.20997472854879742,1.30920583242787,1.5395279876548638,-1.1229052297015105,-1.8582776116728796,-0.543136405254532,-0.21833992984821768,1.0121218925123545,0.5043407726041995,0,0,0,0,1,0,0,0,0,1,1,0,0,0,10,8,9
258,1,0.20997472854879742,0.4278006610111815,-0.2787680341613449,0.7798767391660624,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,0.07337676810107183,0,0,1,0,0,0,0,1,0,0,1,0,0,0,14,14,15
259,1,0.20997472854879742,-1.3350096818221955,-1.1879160450694493,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.21833992984821768,0.32068283120654595,1.366268781610455,1,0,0,0,0,1,0,0,0,0,1,0,0,0,11,10,10
260,1,-0.6109505655968028,-1.3350096818221955,-0.2787680341613449,-0.17151424526772402,1.5437595391753545,-0.543136405254532,-0.21833992984821768,1.0121218925123545,0.07337676810107183,0,0,1,0,0,0,0,1,0,0,1,0,0,0,12,11,11
261,1,0.20997472854879742,-0.453604510405507,-1.1879160450694493,-2.074296214135297,-1.8582776116728796,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.35758723640205586,1,0,0,0,0,0,0,0,1,0,1,0,0,0,13,13,13
262,1,0.20997472854879742,-1.3350096818221955,1.5395279876548638,1.7312677235998488,0.6932502514632959,-0.543136405254532,-0.9969257236476314,1.0121218925123545,2.2281967906167104,0,0,1,0,0,0,0,1,0,0,1,0,0,0,9,9,8
263,1,1.0309000226943976,-0.453604510405507,-0.2787680341613449,1.7312677235998488,0.6932502514632959,1.619412840206764,2.1174174515500237,-1.0621952914050714,2.659160795119838,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,7,8
264,1,0.20997472854879742,-0.453604510405507,-0.2787680341613449,-2.074296214135297,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-1.75363435271088,0.9353047771073273,0,0,1,0,0,0,0,1,0,0,0,1,0,0,11,9,10
265,1,0.20997472854879742,-1.3350096818221955,-1.1879160450694493,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,0.560245863951196,1.0121218925123545,0.07337676810107183,1,0,0,0,0,0,0,1,0,0,1,0,0,0,15,14,15
266,1,0.20997472854879742,1.30920583242787,-0.2787680341613449,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,0.32068283120654595,0.07337676810107183,0,0,0,0,1,0,0,1,0,0,1,0,0,0,15,14,14
267,1,0.20997472854879742,1.30920583242787,0.6303799767467595,1.7312677235998488,1.5437595391753545,-0.543136405254532,1.3388316577506099,1.0121218925123545,0.9353047771073273,0,1,0,0,0,0,0,1,0,0,1,0,0,0,15,15,15
268,1,0.20997472854879742,1.30920583242787,1.5395279876548638,-0.17151424526772402,-0.15725903624876267,0.538138217476116,0.560245863951196,0.32068283120654595,-0.7885512409051836,0,0,0,0,1,0,0,1,0,0,1,0,0,0,12,12,12
269,1,-0.6109505655968028,1.30920583242787,0.6303799767467595,0.7798767391660624,1.5437595391753545,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,0.7198227748557634,0,0,0,0,1,0,0,1,0,0,1,0,0,0,14,14,15
270,1,-0.6109505655968028,1.30920583242787,1.5395279876548638,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.21833992984821768,1.0121218925123545,0.07337676810107183,0,0,0,1,0,0,0,0,1,0,1,0,0,0,14,15,15
271,1,0.20997472854879742,1.30920583242787,1.5395279876548638,-0.17151424526772402,-1.8582776116728796,-0.543136405254532,1.3388316577506099,1.0121218925123545,-0.35758723640205586,0,0,0,0,1,0,0,0,1,0,1,0,0,0,11,11,12
272,1,0.20997472854879742,-1.3350096818221955,-1.1879160450694493,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,-1.75363435271088,-0.35758723640205586,0,0,1,0,0,0,0,1,0,0,0,1,0,0,13,14,15
273,1,0.20997472854879742,0.4278006610111815,0.6303799767467595,-1.1229052297015105,-1.0077683239608213,0.538138217476116,0.560245863951196,1.0121218925123545,1.366268781610455,0,0,0,1,0,0,0,1,0,0,0,1,0,0,11,11,11
274,1,0.20997472854879742,-1.3350096818221955,-1.1879160450694493,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,0.32068283120654595,1.366268781610455,1,0,0,0,0,0,0,1,0,0,1,0,0,0,10,9,10
275,1,1.0309000226943976,-0.453604510405507,-1.1879160450694493,0.7798767391660624,0.6932502514632959,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,1.366268781610455,0,0,1,0,0,0,0,1,0,0,1,0,0,0,12,10,11
276,1,-0.6109505655968028,-0.453604510405507,-1.1879160450694493,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,0.32068283120654595,0.7198227748557634,0,0,1,0,0,0,0,1,0,0,1,0,0,0,15,16,16
277,1,0.20997472854879742,-1.3350096818221955,-1.1879160450694493,-0.17151424526772402,0.6932502514632959,-0.543136405254532,-0.21833992984821768,1.0121218925123545,0.07337676810107183,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11,10,11
278,1,0.20997472854879742,-0.453604510405507,0.6303799767467595,-1.1229052297015105,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-1.0621952914050714,-0.35758723640205586,0,0,1,0,0,0,0,1,0,0,1,0,0,0,9,12,13
279,1,4.314601199276798,0.4278006610111815,-1.1879160450694493,0.7798767391660624,1.5437595391753545,3.78196208566806,2.1174174515500237,-1.75363435271088,1.7972327861135826,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,8,5
280,1,1.0309000226943976,0.4278006610111815,0.6303799767467595,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,0.560245863951196,1.0121218925123545,0.9353047771073273,0,0,1,0,0,0,0,0,1,0,1,0,0,0,10,9,10
281,1,-0.6109505655968028,-2.216414853238884,-0.2787680341613449,-0.17151424526772402,-1.0077683239608213,0.538138217476116,1.3388316577506099,1.0121218925123545,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,0,0,1,0,11,12,11
282,1,1.0309000226943976,0.4278006610111815,-0.2787680341613449,0.7798767391660624,1.5437595391753545,0.538138217476116,1.3388316577506099,1.0121218925123545,0.9353047771073273,0,0,0,1,0,0,0,1,0,0,1,0,0,0,7,8,7
283,1,-0.6109505655968028,0.4278006610111815,0.6303799767467595,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,0.560245863951196,-1.0621952914050714,0.07337676810107183,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9,11,10
284,1,1.0309000226943976,-0.453604510405507,-1.1879160450694493,-1.1229052297015105,1.5437595391753545,0.538138217476116,2.1174174515500237,1.0121218925123545,0.07337676810107183,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,8,6
285,1,-0.6109505655968028,-0.453604510405507,-1.1879160450694493,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,0.560245863951196,-0.3707562300992627,-0.35758723640205586,0,0,1,0,0,0,0,1,0,0,1,0,0,0,14,13,12
286,1,0.20997472854879742,-0.453604510405507,-1.1879160450694493,0.7798767391660624,-1.0077683239608213,0.538138217476116,1.3388316577506099,1.0121218925123545,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,1,0,0,0,12,12,13
287,1,0.20997472854879742,-1.3350096818221955,-1.1879160450694493,0.7798767391660624,0.6932502514632959,-0.543136405254532,-0.21833992984821768,1.0121218925123545,-0.7885512409051836,0,1,0,0,0,0,0,1,0,0,1,0,0,0,9,10,10
288,1,1.0309000226943976,-0.453604510405507,-1.1879160450694493,-0.17151424526772402,0.6932502514632959,-0.543136405254532,0.560245863951196,1.0121218925123545,-0.35758723640205586,0,0,1,0,0,0,0,1,0,0,1,0,0,0,12,12,13
289,1,0.20997472854879742,1.30920583242787,-0.2787680341613449,-1.1229052297015105,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,0.32068283120654595,-0.35758723640205586,0,0,0,0,1,0,0,0,1,0,0,0,0,1,14,15,17
290,1,1.8518253168399978,-0.453604510405507,-0.2787680341613449,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,1.0121218925123545,-0.7885512409051836,0,0,0,1,0,0,0,0,1,0,0,1,0,0,10,10,11
291,1,1.0309000226943976,-0.453604510405507,-1.1879160450694493,0.7798767391660624,1.5437595391753545,2.700687462937412,1.3388316577506099,1.0121218925123545,0.07337676810107183,0,0,0,1,0,0,0,1,0,0,1,0,0,0,11,10,11
292,1,0.20997472854879742,1.30920583242787,-0.2787680341613449,-0.17151424526772402,0.6932502514632959,-0.543136405254532,0.560245863951196,1.0121218925123545,-0.35758723640205586,0,0,1,0,0,0,0,1,0,0,1,0,0,0,11,12,14
293,1,1.0309000226943976,-1.3350096818221955,-1.1879160450694493,0.7798767391660624,-0.15725903624876267,0.538138217476116,0.560245863951196,-0.3707562300992627,0.07337676810107183,0,0,1,0,0,1,0,0,0,0,0,1,0,0,11,12,14
294,1,1.0309000226943976,-0.453604510405507,-0.2787680341613449,-1.1229052297015105,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,1.0121218925123545,0.07337676810107183,0,0,1,0,0,0,0,1,0,0,0,1,0,0,11,11,13
295,1,1.8518253168399978,1.30920583242787,0.6303799767467595,-0.17151424526772402,-1.8582776116728796,-0.543136405254532,-0.9969257236476314,-1.75363435271088,0.07337676810107183,0,0,0,1,0,1,0,0,0,0,0,0,0,1,11,13,14
296,1,1.0309000226943976,-0.453604510405507,-1.1879160450694493,-1.1229052297015105,0.6932502514632959,-0.543136405254532,-0.21833992984821768,0.32068283120654595,-0.35758723640205586,0,0,1,0,0,0,0,1,0,0,0,1,0,0,16,16,16
297,1,0.20997472854879742,-0.453604510405507,-0.2787680341613449,-1.1229052297015105,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,0.32068283120654595,-0.7885512409051836,0,0,1,0,0,0,0,0,1,0,0,0,1,0,9,10,10
298,1,0.20997472854879742,-0.453604510405507,-0.2787680341613449,0.7798767391660624,-1.8582776116728796,-0.543136405254532,-0.9969257236476314,-1.0621952914050714,-0.35758723640205586,0,0,0,1,0,0,0,0,1,0,1,0,0,0,10,11,12
299,1,2.6727506109855983,-0.453604510405507,-1.1879160450694493,-1.1229052297015105,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,-1.0621952914050714,0.9353047771073273,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10,12,12
300,1,1.0309000226943976,1.30920583242787,0.6303799767467595,-2.074296214135297,-1.0077683239608213,-0.543136405254532,0.560245863951196,-1.0621952914050714,-0.35758723640205586,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15,15,15
301,1,1.0309000226943976,1.30920583242787,0.6303799767467595,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.35758723640205586,0,0,0,0,1,0,0,1,0,0,1,0,0,0,10,10,11
302,1,1.0309000226943976,0.4278006610111815,-0.2787680341613449,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.35758723640205586,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10,11,12
303,1,0.20997472854879742,0.4278006610111815,0.6303799767467595,-1.1229052297015105,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,0.32068283120654595,-0.35758723640205586,0,0,1,0,0,0,0,1,0,0,0,1,0,0,15,12,13
304,1,1.0309000226943976,-0.453604510405507,-0.2787680341613449,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.7885512409051836,1,0,0,0,0,0,0,0,1,0,0,1,0,0,11,12,13
305,1,0.20997472854879742,-0.453604510405507,-0.2787680341613449,0.7798767391660624,0.6932502514632959,0.538138217476116,0.560245863951196,0.32068283120654595,0.9353047771073273,0,0,1,0,0,0,0,1,0,0,0,1,0,0,8,8,9
306,1,1.0309000226943976,0.4278006610111815,1.5395279876548638,-1.1229052297015105,1.5437595391753545,1.619412840206764,1.3388316577506099,-1.75363435271088,0.5043407726041995,0,0,1,0,0,0,0,1,0,0,0,0,0,1,15,16,16
307,1,0.20997472854879742,0.4278006610111815,-1.1879160450694493,0.7798767391660624,0.6932502514632959,1.619412840206764,1.3388316577506099,1.0121218925123545,-0.7885512409051836,0,0,0,1,0,0,0,1,0,0,0,0,1,0,11,11,14
308,1,1.0309000226943976,1.30920583242787,1.5395279876548638,-0.17151424526772402,0.6932502514632959,0.538138217476116,-0.21833992984821768,0.32068283120654595,0.9353047771073273,0,0,0,0,1,0,0,1,0,0,0,0,0,1,10,11,12
309,1,1.0309000226943976,1.30920583242787,-0.2787680341613449,0.7798767391660624,1.5437595391753545,-0.543136405254532,0.560245863951196,1.0121218925123545,0.07337676810107183,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10,12,14
310,1,1.0309000226943976,-0.453604510405507,-1.1879160450694493,-0.17151424526772402,1.5437595391753545,-0.543136405254532,-0.21833992984821768,-0.3707562300992627,1.7972327861135826,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8,9,10
311,1,1.8518253168399978,0.4278006610111815,0.6303799767467595,-0.17151424526772402,1.5437595391753545,1.619412840206764,0.560245863951196,1.0121218925123545,2.659160795119838,0,0,1,0,0,0,0,0,1,0,0,1,0,0,11,12,12
312,1,1.0309000226943976,-0.453604510405507,0.6303799767467595,1.7312677235998488,1.5437595391753545,-0.543136405254532,0.560245863951196,-1.0621952914050714,1.366268781610455,0,0,1,0,0,0,0,0,1,0,0,0,0,1,16,16,16
313,1,1.0309000226943976,-1.3350096818221955,-1.1879160450694493,0.7798767391660624,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.35758723640205586,0,0,1,0,0,0,0,1,0,0,0,1,0,0,13,13,13
314,1,0.20997472854879742,-1.3350096818221955,-0.2787680341613449,1.7312677235998488,-1.0077683239608213,0.538138217476116,-0.21833992984821768,-1.75363435271088,-0.35758723640205586,1,0,0,0,0,1,0,0,0,0,0,1,0,0,16,17,18
315,1,1.0309000226943976,-0.453604510405507,-1.1879160450694493,-1.1229052297015105,1.5437595391753545,-0.543136405254532,-0.21833992984821768,-1.75363435271088,0.9353047771073273,0,0,1,0,0,0,0,1,0,0,0,1,0,0,14,14,15
316,1,0.20997472854879742,-0.453604510405507,1.5395279876548638,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,-1.75363435271088,0.5043407726041995,1,0,0,0,0,0,1,0,0,0,0,0,0,1,15,16,16
317,1,0.20997472854879742,-0.453604510405507,-0.2787680341613449,0.7798767391660624,0.6932502514632959,0.538138217476116,0.560245863951196,1.0121218925123545,0.5043407726041995,0,0,0,1,0,0,0,1,0,0,1,0,0,0,12,12,12
318,1,1.0309000226943976,0.4278006610111815,-0.2787680341613449,-2.074296214135297,-1.8582776116728796,-0.543136405254532,-0.9969257236476314,1.0121218925123545,2.4436787928682744,0,0,1,0,0,0,0,0,1,0,0,1,0,0,12,9,10
319,1,1.0309000226943976,1.30920583242787,1.5395279876548638,-1.1229052297015105,0.6932502514632959,-0.543136405254532,1.3388316577506099,-0.3707562300992627,0.5043407726041995,0,0,0,0,1,0,0,0,1,0,0,1,0,0,11,12,12
320,1,1.0309000226943976,1.30920583242787,1.5395279876548638,0.7798767391660624,0.6932502514632959,-0.543136405254532,-0.9969257236476314,0.32068283120654595,-0.35758723640205586,0,1,0,0,0,0,1,0,0,0,0,0,0,1,14,12,13
321,1,0.20997472854879742,-0.453604510405507,-0.2787680341613449,-1.1229052297015105,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,-1.75363435271088,0.9353047771073273,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13,15,15
322,1,1.8518253168399978,0.4278006610111815,-0.2787680341613449,-0.17151424526772402,-0.15725903624876267,2.700687462937412,0.560245863951196,-0.3707562300992627,-0.7885512409051836,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9,8,10
323,1,1.0309000226943976,1.30920583242787,0.6303799767467595,-1.1229052297015105,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,-1.75363435271088,-0.7885512409051836,0,0,0,0,1,0,0,0,1,0,1,0,0,0,10,10,10
324,1,1.0309000226943976,-1.3350096818221955,-0.2787680341613449,0.7798767391660624,0.6932502514632959,0.538138217476116,1.3388316577506099,0.32068283120654595,1.366268781610455,1,0,0,0,0,0,0,1,0,0,0,1,0,0,10,10,11
325,1,0.20997472854879742,1.30920583242787,-1.1879160450694493,1.7312677235998488,0.6932502514632959,0.538138217476116,1.3388316577506099,1.0121218925123545,3.952052808629221,0,0,0,1,0,0,0,1,0,0,0,1,0,0,11,11,10
326,1,0.20997472854879742,0.4278006610111815,-0.2787680341613449,0.7798767391660624,0.6932502514632959,1.619412840206764,1.3388316577506099,-0.3707562300992627,3.090124799622966,0,0,0,0,1,0,0,0,1,0,0,1,0,0,13,13,13
327,1,1.0309000226943976,-1.3350096818221955,-1.1879160450694493,-1.1229052297015105,-1.0077683239608213,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.35758723640205586,1,0,0,0,0,0,0,1,0,0,0,0,0,1,17,17,18
328,1,1.0309000226943976,-1.3350096818221955,-1.1879160450694493,0.7798767391660624,0.6932502514632959,-0.543136405254532,-0.9969257236476314,0.32068283120654595,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,0,1,0,0,12,13,13
329,1,0.20997472854879742,-0.453604510405507,-0.2787680341613449,0.7798767391660624,1.5437595391753545,-0.543136405254532,-0.21833992984821768,1.0121218925123545,1.7972327861135826,0,0,1,0,0,0,0,1,0,0,1,0,0,0,12,12,14
330,1,1.0309000226943976,-0.453604510405507,-1.1879160450694493,-0.17151424526772402,-1.8582776116728796,-0.543136405254532,-0.9969257236476314,1.0121218925123545,1.366268781610455,0,0,1,0,0,0,0,1,0,0,0,0,0,1,12,13,14
331,1,0.20997472854879742,-1.3350096818221955,-1.1879160450694493,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,0.32068283120654595,-0.7885512409051836,0,0,1,0,0,0,0,1,0,0,0,0,0,1,12,12,12
332,1,1.0309000226943976,-0.453604510405507,-0.2787680341613449,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.21833992984821768,-1.0621952914050714,-0.7885512409051836,1,0,0,0,0,1,0,0,0,0,0,0,1,0,18,18,18
333,1,0.20997472854879742,-1.3350096818221955,-1.1879160450694493,-0.17151424526772402,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,-0.3707562300992627,-0.7885512409051836,0,0,0,1,0,0,0,0,0,1,0,0,0,1,13,13,14
334,1,1.0309000226943976,-0.453604510405507,-1.1879160450694493,-1.1229052297015105,0.6932502514632959,-0.543136405254532,0.560245863951196,-1.0621952914050714,-0.7885512409051836,0,0,0,1,0,0,0,0,1,0,0,0,0,1,14,15,15
335,1,1.0309000226943976,1.30920583242787,1.5395279876548638,0.7798767391660624,-0.15725903624876267,-0.543136405254532,-0.9969257236476314,-1.0621952914050714,-0.7885512409051836,0,0,0,0,1,0,0,0,0,1,0,0,0,1,17,17,17
336,1,1.0309000226943976,1.30920583242787,-0.2787680341613449,-0.17151424526772402,-1.0077683239608213,-0.543136405254532,1.3388316577506099,1.0121218925123545,-0.35758723640205586,0,0,0,0,1,0,0,1,0,0,0,1,0,0,15,16,16
337,1,0.20997472854879742,1.30920583242787,0.6303799767467595,-1.1229052297015105,-1.0077683239608213,-0.543136405254532,-0.21833992984821768,-0.3707562300992627,-0.7885512409051836,0,1,0,0,0,0,0,0,1,0,0,0,0,1,17,18,18
